employer,job title,base salary,city,county,state,submit date,start date,case status,countyID
tts solutions inc,developer,65000,Austin,Travis County,TX,03/21/2013,09/01/2013,certified,Travis1
eclinicalworks llc,developer,65000,Westborough,Worcester County,MA,03/21/2013,09/20/2013,certified,Worcester2
bodhtree solutionsinc,developer,65000,Los Angeles,Los Angeles County,CA,03/21/2013,09/20/2013,certified,Los Angeles1
shakti group inc (aka shakti solutions),developer,65000,Austin,Travis County,TX,03/21/2013,09/17/2013,certified,Travis1
cautela institute of informatics and technology in,developer,65000,Indianapolis,Marion County,IN,03/22/2013,09/18/2013,certified,Marion6
softlabs na inc,developer,65000,Westborough,Worcester County,MA,03/22/2013,09/21/2013,certified,Worcester2
multivision inc,developer,65000,Edina,Hennepin County,MN,03/22/2013,09/21/2013,certified,Hennepin1
jarus technologies inc,developer,65000,McPherson County,McPherson County,KS,03/23/2013,09/22/2013,certified,McPherson1
nxtech incorporated,developer,65000,Milford,Clermont County,OH,03/22/2013,09/21/2013,certified,Clermont1
value consulting llc,developer,65000,Clearwater,Pinellas County,FL,03/25/2013,09/23/2013,certified,Pinellas1
concert tech corporation,developer,65000,Sterling,Loudoun County,VA,03/26/2013,09/05/2013,denied,Loudoun1
candotech services inc,developer,65000,Tallahassee,Leon County,FL,03/26/2013,09/24/2013,certified,Leon1
energy solutions international inc,developer,65000,Houston,Harris County,TX,03/26/2013,09/25/2013,certified,Harris2
archiemd inc,developer,65000,Boca Raton,Palm Beach County,FL,03/26/2013,09/01/2013,certified,Palm Beach1
concert tech corporation,developer,65000,Sterling,Loudoun County,VA,03/26/2013,09/25/2013,certified,Loudoun1
concert tech corporation,developer,65000,Sterling,Loudoun County,VA,03/26/2013,09/25/2013,certified,Loudoun1
idexcel inc,developer,65000,Sandy Hook,Fairfield County,CT,03/27/2013,09/26/2013,certified,Fairfield1
multivision inc,developer,65000,Torrance,Los Angeles County,CA,03/28/2013,04/15/2013,certified,Los Angeles1
tmw systems inc,developer,65000,Oklahoma City,Oklahoma County,OK,03/28/2013,09/27/2013,certified,Oklahoma2
concert tech corporation,developer,65000,Sterling,Loudoun County,VA,03/28/2013,09/27/2013,certified,Loudoun1
paycom payroll llc,developer,65000,Oklahoma City,Oklahoma County,OK,04/01/2013,04/08/2013,certified,Oklahoma2
multivision inc,developer,65000,Woodlawn,Baltimore County,MD,04/01/2013,04/01/2013,certified,Baltimore1
admarketplace inc,developer,65000,New York,New York County,NY,04/01/2013,10/01/2013,certified,New York2
feicom inc,developer,65000,Columbia,Howard County,MD,04/02/2013,10/01/2013,certified,Howard4
cambridge associates llc,developer,65000,Boston,Suffolk County,MA,04/02/2013,10/01/2013,certified,Suffolk1
multivision inc,developer,65000,Washington,US.DC.001 County,DC,04/02/2013,04/03/2013,certified,District of Columbia2
e-train erp inc,developer,65000,Manassas,City of Manassas County,VA,04/06/2013,04/22/2013,withdrawn,Manassas1
rjt compuquest inc,developer,65000,Atlanta,Fulton County,GA,04/04/2013,04/10/2013,certified,Fulton2
delasoft inc,developer,65000,Sacramento,Sacramento County,CA,04/08/2013,04/08/2013,certified,Sacramento1
multivision inc,developer,65000,Woodlawn,Baltimore County,MD,04/08/2013,09/22/2013,certified,Baltimore1
multivision inc,developer,65000,Overland Park,Johnson County,KS,04/17/2013,04/17/2013,certified,Johnson6
pace solutions inc,developer,65000,Atlanta,Fulton County,GA,04/17/2013,04/29/2013,certified,Fulton2
unicorn technologies llc,developer,65000,Houston,Harris County,TX,04/19/2013,04/19/2013,certified,Harris2
e-business international inc,developer,65000,Houston,Harris County,TX,04/22/2013,05/06/2013,certified,Harris2
e-business international inc,developer,65000,Houston,Harris County,TX,04/22/2013,05/06/2013,certified,Harris2
techdemocracy llc,developer,65000,Columbus,Franklin County,OH,04/26/2013,05/26/2013,certified,Franklin19
braves technologies llc,developer,65000,Englewood,Arapahoe County,CO,04/28/2013,05/06/2013,certified,Arapahoe1
outline systems inc,developer,65000,Somerset,Somerset County,NJ,05/06/2013,05/14/2013,certified,Somerset3
delasoft inc,developer,65000,El Segundo,Los Angeles County,CA,05/07/2013,05/14/2013,certified,Los Angeles1
jam inc,developer,65000,Newark,Essex County,NJ,05/13/2013,09/20/2013,withdrawn,Essex2
trisync technologies inc,developer,65000,Edison,Middlesex County,NJ,05/20/2013,05/20/2013,certified,Middlesex3
heartland payment systems inc,developer,65000,Alpharetta,Fulton County,GA,05/21/2013,06/01/2013,certified,Fulton2
netvision resources inc,developer,65000,Omaha,Douglas County,NE,05/29/2013,10/01/2013,certified,Douglas7
rjt compuquest inc,developer,65000,West Des Moines,Polk County,IA,06/03/2013,06/10/2013,certified,Polk4
trisync technologies inc,developer,65000,Edison,Middlesex County,NJ,06/03/2013,06/03/2013,certified,Middlesex3
ariston tek inc,developer,65000,West Chester,Chester County,PA,06/04/2013,11/25/2013,certified,Chester1
multivision inc,developer,65000,Des Moines,Polk County,IA,06/04/2013,06/17/2013,certified,Polk4
lead it corporation,developer,65000,Richfield,Summit County,OH,06/05/2013,10/01/2013,certified,Summit2
tmw systems inc,developer,65000,Beachwood,Cuyahoga County,OH,06/06/2013,06/17/2013,certified,Cuyahoga1
amensys inc,developer,65000,Houston,Harris County,TX,06/12/2013,09/06/2013,certified,Harris2
braves technologies llc,developer,65000,Indianapolis,Marion County,IN,06/14/2013,06/24/2013,certified,Marion6
multivision inc,developer,65000,St Louis,St. Louis County,MO,06/25/2013,06/26/2013,withdrawn,St. Louis2
cyberthink inc,developer,65000,Meyer Riverside Airpark,Washington County,OR,06/25/2013,10/02/2013,certified,Washington23
jam inc,developer,65000,Newark,Essex County,NJ,06/28/2013,07/01/2013,certified,Essex2
multivision inc,developer,65000,Columbus,Franklin County,OH,07/03/2013,07/08/2013,certified,Franklin19
jam inc,developer,65000,Newark,Essex County,NJ,07/03/2013,07/15/2013,certified,Essex2
baanyan software services inc,developer,65000,Woodbury,Orange County,NY,07/03/2013,12/07/2013,certified,Orange4
everest computers inc,developer,65000,Plano,Collin County,TX,07/07/2013,08/01/2013,certified,Collin1
jam inc,developer,65000,Newark,Essex County,NJ,07/09/2013,07/16/2013,certified,Essex2
ahs mcheyzer inc dba addison health systems,developer,65000,Addison Airport,Dallas County,TX,07/10/2013,12/31/2013,certified,Dallas5
value consulting llc,developer,65000,Liberty Corner,Somerset County,NJ,07/11/2013,08/01/2013,certified,Somerset3
concert tech corporation,developer,65000,St. Petersburg,Pinellas County,FL,07/18/2013,07/29/2013,certified,Pinellas1
multivision inc,developer,65000,Deerfield,Lake County,IL,07/19/2013,08/01/2013,certified,Lake4
pearlsoft solutions incorporated,developer,65000,Little Rock,Pulaski County,AR,07/25/2013,09/30/2013,certified,Pulaski1
cnet global solutions inc,developer,65000,San Antonio,Bexar County,TX,07/26/2013,08/05/2013,certified,Bexar1
pamten inc,developer,65000,Princeton,Mercer County,NJ,07/26/2013,09/01/2013,certified,Mercer4
pearlsoft solutions incorporated,developer,65000,Little Rock,Pulaski County,AR,07/26/2013,09/30/2013,certified,Pulaski1
sitek inc,developer,65000,Lexington,Fayette County,KY,07/29/2013,08/05/2013,certified,Fayette6
nexgen wireless inc,developer,65000,Schaumburg,Cook County,IL,08/01/2013,10/19/2013,certified,Cook2
spiders software solutions llc,developer,65000,Charlotte,Mecklenburg County,NC,08/02/2013,08/05/2013,certified,Mecklenburg1
global shop solutions inc,developer,65000,The Woodlands,Montgomery County,TX,08/05/2013,08/15/2013,certified,Montgomery17
multivision inc,developer,65000,Schenectady,Schenectady County,NY,08/09/2013,08/26/2013,certified,Schenectady1
maxpro inc,developer,65000,Princeton,Mercer County,NJ,09/16/2013,11/30/2013,certified,Mercer4
trisync technologies inc,developer,65000,Edison,Middlesex County,NJ,09/18/2013,09/18/2013,certified,Middlesex3
supna technologies corporation,developer,65000,Minneapolis,Hennepin County,MN,09/18/2013,09/19/2013,certified,Hennepin1
multivision inc,developer,65000,Hillsboro,Washington County,OR,09/18/2013,09/18/2013,certified,Washington23
compunnel software group inc,developer,65044,Fort Worth,Tarrant County,TX,07/23/2013,01/01/2014,certified,Tarrant1
compunnel software group inc,developer,65044,Fort Worth,Tarrant County,TX,07/23/2013,01/01/2014,certified,Tarrant1
tata consultancy services limited,developer,65100,Alpharetta,Fulton County,GA,01/02/2013,02/24/2013,certified,Fulton2
tata consultancy services limited,developer,65100,Atlanta,Fulton County,GA,01/24/2013,02/24/2013,certified,Fulton2
maruthi technologies llc,developer,65100,Fort Worth,Tarrant County,TX,07/24/2013,07/24/2013,certified,Tarrant1
maruthi technologies llc,developer,65100,Marlborough,Middlesex County,MA,08/26/2013,08/26/2013,certified,Middlesex2
cardinal glass industries inc,developer,65300,Stevens Point,Portage County,WI,12/19/2013,01/09/2014,certified,Portage2
kpk technologies inc,developer,65333,Honolulu,Honolulu County,HI,08/15/2013,08/15/2013,withdrawn,Honolulu1
kpk technologies inc,developer,65333,Honolulu,Honolulu County,HI,08/15/2013,08/15/2013,withdrawn,Honolulu1
kpk technologies inc,developer,65333,Honolulu,Honolulu County,HI,08/15/2013,08/15/2013,certified,Honolulu1
suhan business solutions inc,developer,65450,Round Rock,Williamson County,TX,01/22/2013,01/22/2013,certified,Williamson3
suhan business solutions inc,developer,65450,Austin,Travis County,TX,01/29/2013,01/29/2013,certified,Travis1
ntt data inc (formerly keane inc),developer,65499,Jacksonville,Duval County,FL,02/25/2013,03/05/2013,certified,Duval1
ntt data inc,developer,65499,Jacksonville,Duval County,FL,03/07/2013,09/06/2013,certified,Duval1
ntt data inc,developer,65499,Jacksonville,Duval County,FL,03/07/2013,09/06/2013,certified,Duval1
ntt data inc,developer,65499,Jacksonville,Duval County,FL,03/07/2013,09/06/2013,certified,Duval1
ntt data inc,developer,65499,Jacksonville,Duval County,FL,03/07/2013,09/06/2013,certified,Duval1
ntt data inc,developer,65499,Jacksonville,Duval County,FL,03/07/2013,09/06/2013,certified,Duval1
ntt data inc,developer,65499,Jacksonville,Duval County,FL,03/08/2013,09/07/2013,certified,Duval1
ntt data inc,developer,65499,Jacksonville,Duval County,FL,03/14/2013,09/13/2013,certified,Duval1
ntt data inc,developer,65499,Jacksonville,Duval County,FL,03/14/2013,09/13/2013,certified,Duval1
ntt data inc,developer,65499,Jacksonville,Duval County,FL,03/14/2013,09/13/2013,certified,Duval1
ntt data inc,developer,65499,Jacksonville,Duval County,FL,03/15/2013,09/13/2013,certified,Duval1
aster logic inc,developer,65562,Eagan,Dakota County,MN,11/06/2013,12/08/2013,certified,Dakota1
aster logic inc,developer,65562,Houston,Harris County,TX,12/04/2013,12/08/2013,certified,Harris2
cadatasoft inc,developer,65603,Brentwood,Williamson County,TN,03/21/2013,09/20/2013,certified,Williamson2
mastech inc a mastech holdings inc company,developer,65666,Cleveland,Cuyahoga County,OH,10/18/2013,10/18/2013,certified,Cuyahoga1
mastech inc a mastech holdings inc company,developer,65666,Strongsville,Cuyahoga County,OH,10/24/2013,10/24/2013,certified,Cuyahoga1
mastech inc a mastech holdings inc company,developer,65666,Cleveland,Cuyahoga County,OH,11/12/2013,11/12/2013,certified,Cuyahoga1
mastech inc a mastech holdings inc company,developer,65666,Strongsville,Cuyahoga County,OH,11/18/2013,11/18/2013,certified,Cuyahoga1
mastech inc a mastech holdings inc company,developer,65666,Strongsville,Cuyahoga County,OH,11/22/2013,11/22/2013,certified,Cuyahoga1
procyon technostructure llc,developer,65666,Cleveland,Cuyahoga County,OH,12/03/2013,12/03/2013,certified,Cuyahoga1
blue 7 solutions llc,developer,65686,Bayside,Milwaukee County,WI,12/03/2013,01/10/2014,certified,Milwaukee1
blue 7 solutions llc,developer,65686,Bayside,Milwaukee County,WI,03/23/2013,09/19/2013,withdrawn,Milwaukee1
macro net inc,developer,65790,Newark,Alameda County,CA,03/26/2013,09/15/2013,certified,Alameda1
autonomic software inc,developer,65790,Danville,Contra Costa County,CA,04/01/2013,05/01/2013,certified,Contra Costa1
mastech inc a mastech holdings inc company,developer,65853,Columbia,Richland County,SC,02/07/2013,02/07/2013,certified,Richland6
mastech inc a mastech holdings inc company,developer,65853,Columbia,Richland County,SC,03/14/2013,03/14/2013,certified,Richland6
ncs pearson inc,developer,65866,Iowa City,Johnson County,IA,04/30/2013,10/30/2013,certified,Johnson5
openlink financial llc,developer,65900,Uniondale,Nassau County,NY,12/18/2013,05/01/2014,certified,Nassau2
kalven technologies inc,developer,65915,Tallahassee,Leon County,FL,10/31/2013,10/31/2013,certified,Leon1
first tek dos llc,developer,65915,Hoffman Estates,Cook County,IL,01/04/2013,05/02/2013,certified,Cook2
herzum north america inc,developer,65915,Oakbrook Terrace,DuPage County,IL,01/11/2013,02/14/2013,certified,DuPage1
herzum north america inc,developer,65915,Chicago,Cook County,IL,01/11/2013,02/14/2013,certified,Cook2
fieldglass inc,developer,65915,Naperville,DuPage County,IL,03/11/2013,09/10/2013,certified,DuPage1
on point technology inc,developer,65915,Oak Brook,DuPage County,IL,03/18/2013,09/17/2013,certified,DuPage1
hcl america inc,developer,65915,Oakbrook Terrace,DuPage County,IL,03/18/2013,03/18/2013,certified,DuPage1
bigmarkercom llc,developer,65915,Chicago,Cook County,IL,03/19/2013,09/18/2013,certified,Cook2
scalar usa inc,developer,65915,Northbrook,Cook County,IL,03/20/2013,09/19/2013,certified,Cook2
enrollment rx llc,developer,65915,Schiller Park,Cook County,IL,03/20/2013,09/14/2013,certified,Cook2
saggezza inc,developer,65915,Chicago,Cook County,IL,03/20/2013,09/19/2013,certified,Cook2
levergent technologies inc,developer,65915,Schaumburg,Cook County,IL,03/21/2013,09/19/2013,certified,Cook2
levergent technologies inc,developer,65915,Schaumburg,Cook County,IL,03/21/2013,09/19/2013,certified,Cook2
levergent technologies inc,developer,65915,Schaumburg,Cook County,IL,03/21/2013,09/19/2013,certified,Cook2
levergent technologies inc,developer,65915,Schaumburg,Cook County,IL,03/21/2013,09/19/2013,certified,Cook2
levergent technologies inc,developer,65915,Schaumburg,Cook County,IL,03/21/2013,09/19/2013,certified,Cook2
levergent technologies inc,developer,65915,Schaumburg,Cook County,IL,03/21/2013,09/19/2013,certified,Cook2
levergent technologies inc,developer,65915,Schaumburg,Cook County,IL,03/21/2013,09/19/2013,certified,Cook2
levergent technologies inc,developer,65915,Schaumburg,Cook County,IL,03/21/2013,09/19/2013,certified,Cook2
mainstreet investment advisors llc,developer,65915,Chicago,Cook County,IL,03/21/2013,09/14/2013,certified,Cook2
kalven technologies inc,developer,65915,Schaumburg,Cook County,IL,03/22/2013,03/22/2013,certified,Cook2
kalven technologies inc,developer,65915,Schaumburg,Cook County,IL,03/22/2013,03/22/2013,certified,Cook2
founders insurance company,developer,65915,Des Plaines,Cook County,IL,03/25/2013,09/20/2013,certified,Cook2
vedicsoft,developer,65915,Oakbrook Terrace,DuPage County,IL,01/09/2013,01/22/2013,certified,DuPage1
contentsilo inc,developer,65965,Lisle,DuPage County,IL,03/19/2013,09/15/2013,certified,DuPage1
bioinfo systems llc,developer,65978,Hartford,Hartford County,CT,02/18/2013,10/01/2013,denied,Hartford1
bioinfo systems llc,developer,65978,Hartford,Hartford County,CT,02/18/2013,10/01/2013,denied,Hartford1
bioinfo systems llc,developer,65978,Hartford,Hartford County,CT,02/18/2013,10/01/2013,denied,Hartford1
bioinfo systems llc,developer,65978,Hartford,Hartford County,CT,02/18/2013,10/01/2013,denied,Hartford1
bioinfo systems llc,developer,65978,Hartford,Hartford County,CT,02/18/2013,01/01/2013,denied,Hartford1
bioinfo systems llc,developer,65978,Hartford,Hartford County,CT,03/07/2013,09/01/2013,certified,Hartford1
bioinfo systems llc,developer,65978,Hartford,Hartford County,CT,03/07/2013,09/01/2013,certified,Hartford1
bioinfo systems llc,developer,65978,Hartford,Hartford County,CT,03/07/2013,09/01/2013,certified,Hartford1
bioinfo systems llc,developer,65978,Hartford,Hartford County,CT,03/07/2013,09/01/2013,certified,Hartford1
bioinfo systems llc,developer,65978,Hartford,Hartford County,CT,03/07/2013,09/01/2013,certified,Hartford1
pvk corporation,developer,65978,Norwalk,Fairfield County,CT,03/18/2013,03/18/2013,certified,Fairfield1
bioinfo systems llc,developer,65978,Hartford,Hartford County,CT,03/19/2013,09/15/2013,denied,Hartford1
bioinfo systems llc,developer,65978,Hartford,Hartford County,CT,03/19/2013,04/01/2013,certified,Hartford1
smartsoft international inc,developer,65978,Suwanee,Gwinnett County,GA,03/20/2013,03/25/2013,certified,Gwinnett1
bioinfo systems llc,developer,65978,Hartford,Hartford County,CT,03/25/2013,09/16/2013,certified,Hartford1
s cube soft inc,developer,65978,Wethersfield,Hartford County,CT,04/19/2013,04/20/2013,certified,Hartford1
abis technologies inc,developer,66000,Arlington Heights,Cook County,IL,12/31/2013,12/31/2013,certified,Cook2
rjt compuquest inc,developer,66000,Northbrook Park,Sacramento County,CA,01/11/2013,01/14/2013,certified,Sacramento1
life alert emergency response inc,developer,66000,Encino,Los Angeles County,CA,01/15/2013,07/01/2013,certified,Los Angeles1
rjt compuquest inc,developer,66000,Northbrook,Cook County,IL,01/18/2013,01/18/2013,certified,Cook2
life alert emergency response inc,developer,66000,Encino,Los Angeles County,CA,02/12/2013,05/22/2013,certified,Los Angeles1
source mantra inc,developer,66000,Harrisburg,Dauphin County,PA,02/12/2013,02/20/2013,certified,Dauphin1
foursight capital llc,developer,66000,Salt Lake City,Salt Lake County,UT,02/27/2013,08/29/2013,denied,Salt Lake1
quinnox inc,developer,66000,Atlanta,Fulton County,GA,03/04/2013,09/01/2013,certified,Fulton2
springsys technologies inc,developer,66000,Chicago,Cook County,IL,03/09/2013,09/06/2013,certified,Cook2
onlywire llc,developer,66000,Chicago,Cook County,IL,03/09/2013,09/08/2013,certified,Cook2
netpace inc,developer,66000,San Ramon,Contra Costa County,CA,03/11/2013,09/10/2013,certified,Contra Costa1
sun power consulting llc,developer,66000,Elgin,Kane County,IL,03/19/2013,09/18/2013,withdrawn,Kane1
sun power consulting llc,developer,66000,Elgin,Kane County,IL,03/19/2013,09/18/2013,withdrawn,Kane1
sun power consulting llc,developer,66000,Elgin,Kane County,IL,03/19/2013,09/18/2013,withdrawn,Kane1
trellis technology solutions llc,developer,66000,Oak Brook,DuPage County,IL,03/14/2013,09/13/2013,certified,DuPage1
merrick systems inc,developer,66000,Houston,Harris County,TX,03/14/2013,09/13/2013,certified,Harris2
gss infotech ct inc,developer,66000,Glastonbury,Hartford County,CT,03/14/2013,09/13/2013,certified,Hartford1
trellis technology solutions llc,developer,66000,Oak Brook,DuPage County,IL,03/14/2013,09/13/2013,certified,DuPage1
emprise consulting llc,developer,66000,Santa Ana,Orange County,CA,03/14/2013,09/13/2013,certified,Orange1
emprise consulting llc,developer,66000,Santa Ana,Orange County,CA,03/14/2013,09/13/2013,certified,Orange1
compware technologies,developer,66000,Itasca,DuPage County,IL,03/15/2013,09/14/2013,certified,DuPage1
compware technologies,developer,66000,Itasca,DuPage County,IL,03/16/2013,09/14/2013,certified,DuPage1
compware technologies,developer,66000,Itasca,DuPage County,IL,03/15/2013,09/14/2013,certified,DuPage1
twopiradian infotech llc,developer,66000,Arlington Heights,Cook County,IL,03/18/2013,09/11/2013,certified,Cook2
netpace inc,developer,66000,San Ramon,Contra Costa County,CA,03/18/2013,09/10/2013,certified,Contra Costa1
twopiradian infotech llc,developer,66000,Arlington Heights,Cook County,IL,03/21/2013,09/11/2013,withdrawn,Cook2
optics planet inc,developer,66000,Northbrook,Cook County,IL,03/19/2013,09/18/2013,denied,Cook2
sphere consulting inc,developer,66000,Chicago,Cook County,IL,03/19/2013,09/18/2013,certified,Cook2
springsys technologies inc,developer,66000,Chicago,Cook County,IL,03/20/2013,04/01/2013,certified,Cook2
sun power consulting llc,developer,66000,Elgin,Kane County,IL,03/20/2013,09/19/2013,certified,Kane1
sun power consulting llc,developer,66000,Elgin,Kane County,IL,03/20/2013,09/18/2013,certified,Kane1
sun power consulting llc,developer,66000,Elgin,Kane County,IL,03/20/2013,09/19/2013,certified,Kane1
sun power consulting llc,developer,66000,Elgin,Kane County,IL,03/20/2013,09/18/2013,certified,Kane1
gss infotech ct inc,developer,66000,Glastonbury,Hartford County,CT,03/23/2013,09/22/2013,certified,Hartford1
epcot technologies inc,developer,66000,Arlington Heights,Cook County,IL,03/25/2013,09/24/2013,certified,Cook2
smart works llc,developer,66000,Hoffman Estates,Cook County,IL,03/25/2013,09/23/2013,certified,Cook2
exact sport llc,developer,66000,Chicago,Cook County,IL,03/27/2013,09/19/2013,certified,Cook2
compuware corporation,developer,66000,Milwaukee,Milwaukee County,WI,04/03/2013,09/17/2013,certified,Milwaukee1
bytemanagers inc,developer,66000,Chicago,Cook County,IL,04/10/2013,04/22/2013,certified,Cook2
aptiva corp,developer,66000,Chicago,Cook County,IL,04/11/2013,06/30/2013,certified,Cook2
foursight capital llc,developer,66000,Salt Lake City,Salt Lake County,UT,04/12/2013,10/01/2013,certified,Salt Lake1
whiz it solutions inc,developer,66000,Naples,Collier County,FL,04/30/2013,05/01/2013,certified,Collier1
compuware corporation,developer,66000,Milwaukee,Milwaukee County,WI,05/11/2013,05/17/2013,certified,Milwaukee1
compuware corporation,developer,66000,Milwaukee,Milwaukee County,WI,05/16/2013,05/23/2013,certified,Milwaukee1
radiant systems inc,developer,66000,Jacksonville,Duval County,FL,06/03/2013,06/10/2013,certified,Duval1
nalashaa llc,developer,66000,Chicago,Cook County,IL,06/05/2013,06/17/2013,withdrawn,Cook2
cpsg partnrs llc,developer,66000,Romeoville,Will County,IL,06/11/2013,06/11/2013,certified,Will1
rjt compuquest inc,developer,66000,Ada,Kent County,MI,07/05/2013,12/28/2013,certified,Kent3
rjt compuquest inc,developer,66000,Ada,Kent County,MI,07/05/2013,12/28/2013,certified,Kent3
s r international inc,developer,66000,Chicago,Cook County,IL,07/09/2013,07/15/2013,certified,Cook2
source mantra inc,developer,66000,Harrisburg,Dauphin County,PA,08/21/2013,10/02/2013,certified,Dauphin1
tata consultancy services limited,developer,66000,Mount Laurel,Burlington County,NJ,09/11/2013,09/11/2013,certified,Burlington1
everbank,developer,66019,St Louis,St. Louis County,MO,03/01/2013,08/29/2013,certified,St. Louis2
dynaconnections corporation,developer,66082,Austin,Travis County,TX,09/11/2013,10/01/2013,certified,Travis1
compuware corporation,developer,66200,Milwaukee,Milwaukee County,WI,10/18/2013,11/01/2013,certified,Milwaukee1
ellucian company lp,developer,66200,Austin,Travis County,TX,03/20/2013,09/19/2013,certified,Travis1
eso solutions inc,developer,66331,Austin,Travis County,TX,12/09/2013,12/20/2013,certified,Travis1
tts solutions inc,developer,66331,Austin,Travis County,TX,12/16/2013,12/16/2013,certified,Travis1
compuware corporation,developer,66335,Austin,Travis County,TX,10/18/2013,11/01/2013,certified,Travis1
icon enterprises inc,developer,66394,Manhattan,Riley County,KS,03/13/2013,09/10/2013,certified,Riley1
lead it corporation,developer,66414,Minneapolis,Hennepin County,MN,03/07/2013,09/01/2013,certified,Hennepin1
lead it corporation,developer,66414,Minneapolis,Hennepin County,MN,03/07/2013,09/01/2013,certified,Hennepin1
cadatasoft inc,developer,66414,Minneapolis,Hennepin County,MN,03/21/2013,09/20/2013,certified,Hennepin1
convoy motors llc,developer,66414,San Diego,San Diego County,CA,09/12/2013,11/12/2013,certified,San Diego1
vedicsoft,developer,66414,Mounds View,Ramsey County,MN,06/26/2013,12/02/2013,certified,Ramsey1
mastech inc a mastech holdings inc company,developer,66456,Harrisburg,Dauphin County,PA,03/13/2013,03/13/2013,certified,Dauphin1
reevatech consultants llc,developer,66498,Pennington,Mercer County,NJ,06/04/2013,06/04/2013,certified,Mercer4
mangan software solutions inc,developer,66500,Houston,Harris County,TX,01/11/2013,01/21/2013,certified,Harris2
xlysi llc,developer,66500,Minneapolis,Hennepin County,MN,01/24/2013,03/25/2013,certified,Hennepin1
lead it corporation,developer,66500,Minneapolis-St. Paul-Bloomington,Ramsey County,MN,02/11/2013,02/24/2013,certified,Ramsey1
delaget llc,developer,66500,Golden Valley,Hennepin County,MN,03/07/2013,09/06/2013,certified,Hennepin1
srt it incorporated,developer,66500,Minneapolis,Hennepin County,MN,03/13/2013,09/11/2013,certified,Hennepin1
cyberthink inc,developer,66500,Saint Paul,Ramsey County,MN,03/14/2013,03/25/2013,certified,Ramsey1
varnar inc,developer,66500,Minneapolis,Hennepin County,MN,03/20/2013,03/31/2013,certified,Hennepin1
objects on net inc,developer,66500,Fayetteville,Fayette County,GA,03/21/2013,09/20/2013,certified,Fayette2
objects on net inc,developer,66500,Fayetteville,Fayette County,GA,03/21/2013,09/20/2013,certified,Fayette2
objects on net inc,developer,66500,Fayetteville,Fayette County,GA,03/22/2013,09/21/2013,certified,Fayette2
virtual matrix corporation,developer,66500,Edina,Hennepin County,MN,03/23/2013,09/22/2013,certified,Hennepin1
objects on net inc,developer,66500,Fayetteville,Fayette County,GA,03/26/2013,09/24/2013,certified,Fayette2
compunnel software group inc,developer,66500,Titusville,Mercer County,NJ,05/06/2013,10/01/2013,certified,Mercer4
srt it incorporated,developer,66500,Saint Paul,Ramsey County,MN,05/28/2013,06/03/2013,certified,Ramsey1
xlysi llc,developer,66500,Minneapolis,Hennepin County,MN,06/27/2013,09/30/2013,certified,Hennepin1
street diligence inc,developer,66500,New York,New York County,NY,08/14/2013,09/15/2013,certified,New York2
street diligence inc,developer,66500,New York,New York County,NY,08/14/2013,09/15/2013,certified,New York2
oracle america inc,developer,66560,Broomfield,City and County of Broomfield County,CO,03/26/2013,08/20/2013,certified,Broomfield1
tata consultancy services limited,developer,66600,Woonsocket,Providence County,RI,01/30/2013,01/30/2013,certified,Providence1
tata consultancy services limited,developer,66600,Atlanta,Fulton County,GA,04/09/2013,10/01/2013,certified,Fulton2
tata consultancy services limited,developer,66600,Atlanta,Fulton County,GA,04/16/2013,10/01/2013,certified,Fulton2
larsen & toubro infotech limited,developer,66622,San Diego,San Diego County,CA,02/20/2013,08/20/2013,certified,San Diego1
nextgen technologies inc,developer,66622,San Diego,San Diego County,CA,02/28/2013,03/04/2013,certified,San Diego1
larsen & toubro infotech limited,developer,66622,San Diego,San Diego County,CA,03/12/2013,09/09/2013,certified,San Diego1
larsen & toubro infotech limited,developer,66622,San Diego,San Diego County,CA,03/12/2013,09/09/2013,certified,San Diego1
larsen & toubro infotech limited,developer,66622,San Diego,San Diego County,CA,03/16/2013,09/15/2013,certified,San Diego1
larsen & toubro infotech limited,developer,66622,San Diego,San Diego County,CA,03/16/2013,09/15/2013,certified,San Diego1
agreeya solutions inc,developer,66622,San Diego,San Diego County,CA,03/20/2013,09/15/2013,certified,San Diego1
scalar usa inc,developer,66622,San Diego,San Diego County,CA,03/20/2013,09/19/2013,certified,San Diego1
oracle america inc,developer,66622,Atlanta,Fulton County,GA,03/29/2013,09/27/2013,certified,Fulton2
mastech inc a mastech holdings inc company,developer,66914,Pittsburgh,Allegheny County,PA,02/06/2013,02/06/2013,certified,Allegheny1
mastech inc a mastech holdings inc company,developer,66914,Pittsburgh,Allegheny County,PA,02/08/2013,02/08/2013,certified,Allegheny1
mastech inc a mastech holdings inc company,developer,66914,Pittsburgh,Allegheny County,PA,02/14/2013,02/14/2013,certified,Allegheny1
mastech inc a mastech holdings inc company,developer,66914,Pittsburgh,Allegheny County,PA,02/20/2013,02/20/2013,certified,Allegheny1
mastech inc a mastech holdings inc company,developer,66914,Pittsburgh,Allegheny County,PA,02/25/2013,02/25/2013,certified,Allegheny1
mastech inc a mastech holdings inc company,developer,66914,Pittsburgh,Allegheny County,PA,03/05/2013,03/05/2013,certified,Allegheny1
ciber inc,developer,66914,Pittsburgh,Allegheny County,PA,03/15/2013,09/14/2013,certified,Allegheny1
ciber inc,developer,66914,Pittsburgh,Allegheny County,PA,03/15/2013,09/14/2013,certified,Allegheny1
