employer,job title,base salary,city,county,state,submit date,start date,case status,countyID
mcafee inc,manager,133328,Santa Clara,Santa Clara County,CA,10/25/2012,03/07/2013,certified,Santa Clara1
baker tilly virchow krause llp,manager,67000,Milwaukee,Milwaukee County,WI,10/02/2012,10/23/2012,certified,Milwaukee1
dolphin solutions inc,analyst,54184,Middle River,Baltimore County,MD,10/15/2012,10/15/2012,certified,Baltimore1
supreme tech solutions llc,analyst,60507,Vienna,Fairfax County,VA,10/22/2012,11/05/2012,certified,Fairfax1
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/04/2012,10/04/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/03/2012,10/03/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/03/2012,10/03/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/03/2012,10/03/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/04/2012,10/04/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/04/2012,10/04/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/04/2012,10/04/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/04/2012,10/04/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/04/2012,10/04/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/04/2012,10/04/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/09/2012,10/09/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/09/2012,10/09/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/09/2012,10/09/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/09/2012,10/09/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/09/2012,10/09/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Des Moines,Polk County,IA,10/16/2012,10/16/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Columbus,Franklin County,OH,10/23/2012,10/23/2012,certified,Franklin19
supreme tech solutions llc,analyst,65000,Columbus,Franklin County,OH,10/23/2012,10/23/2012,certified,Franklin19
supreme tech solutions llc,analyst,65000,Columbus,Franklin County,OH,10/23/2012,10/23/2012,certified,Franklin19
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/25/2012,10/25/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Urbandale,Polk County,IA,10/25/2012,10/25/2012,certified,Polk4
supreme tech solutions llc,analyst,65000,Houston,Harris County,TX,10/25/2012,10/25/2012,certified,Harris2
supreme tech solutions llc,analyst,65000,St Louis,St. Louis County,MO,10/25/2012,10/25/2012,certified,St. Louis2
supreme tech solutions llc,analyst,65000,Columbus,Franklin County,OH,11/26/2012,11/30/2012,certified,Franklin19
supreme tech solutions llc,analyst,65000,Woonsocket,Providence County,RI,12/06/2012,12/06/2012,certified,Providence1
supreme tech solutions llc,analyst,65000,Lakewood,Jefferson County,CO,12/06/2012,12/06/2012,certified,Jefferson3
supreme tech solutions llc,analyst,66414,Richfield,Hennepin County,MN,10/25/2012,10/25/2012,certified,Hennepin1
supreme tech solutions llc,analyst,69930,Rockville,Montgomery County,MD,09/27/2012,10/08/2012,certified,Montgomery9
supreme tech solutions llc,analyst,70000,Rockville,Montgomery County,MD,10/09/2012,10/09/2012,certified,Montgomery9
supreme tech solutions llc,analyst,70000,Rockville,Montgomery County,MD,10/10/2012,10/10/2012,certified,Montgomery9
supreme tech solutions llc,analyst,70000,Rockville,Montgomery County,MD,10/12/2012,10/12/2012,certified,Montgomery9
supreme tech solutions llc,analyst,70000,Richardson,Dallas County,TX,10/25/2012,10/25/2012,certified,Dallas5
supreme tech solutions llc,analyst,70000,Dallas,Dallas County,TX,10/25/2012,10/25/2012,certified,Dallas5
supreme tech solutions llc,analyst,70000,Deerfield,Lake County,IL,12/06/2012,12/06/2012,certified,Lake4
supreme tech solutions llc,analyst,70000,Deerfield,Lake County,IL,12/06/2012,12/06/2012,certified,Lake4
supreme tech solutions llc,analyst,70491,Alexandria,City of Alexandria County,VA,12/06/2012,12/06/2012,certified,Alexandria1
supreme tech solutions llc,analyst,70491,McLean,Fairfax County,VA,12/11/2012,12/11/2012,certified,Fairfax1
supreme tech solutions llc,analyst,75000,Walnut Creek,Contra Costa County,CA,10/25/2012,10/25/2012,certified,Contra Costa1
supreme tech solutions llc,analyst,76690,Brisbane,San Mateo County,CA,10/16/2012,10/16/2012,certified,San Mateo1
west corporation,analyst,85000,Omaha,Douglas County,NE,10/12/2012,10/24/2012,certified,Douglas7
wincere inc,analyst,86133,Anaheim,Orange County,CA,11/01/2012,12/31/2012,certified,Orange1
paramount global solutions inc,analyst,90022,Lisle,DuPage County,IL,10/17/2012,10/17/2012,certified,DuPage1
suhas ahuja computer consultants inc,analyst,156000,San Mateo,San Mateo County,CA,10/10/2012,10/20/2012,certified,San Mateo1
suhas ahuja computer consultants inc,analyst,156000,San Francisco,San Francisco County,CA,10/10/2012,10/20/2012,certified,San Francisco1
whamtech inc,analyst,73000,Dallas,Dallas County,TX,09/28/2012,10/05/2012,certified,Dallas5
innovate solutions inc,analyst,62525,San Bruno,San Mateo County,CA,11/15/2012,11/15/2012,certified,San Mateo1
technosoft corporation,developer,62000,Amarillo,Potter County,TX,11/29/2012,05/20/2013,certified,Potter3
m3q consulting inc,developer,62982,Canton,Wayne County,MI,10/03/2012,10/03/2012,certified,Wayne6
melrok llc,developer,65000,Santa Ana,Orange County,CA,10/19/2012,11/01/2012,certified,Orange1
technosoft corporation,developer,65000,Austin,Travis County,TX,12/12/2012,01/02/2013,certified,Travis1
technosoft corporation,developer,67000,Charleston,Kanawha County,WV,10/26/2012,11/07/2012,certified,Kanawha1
vedicsoft,developer,69742,Jacksonville,Duval County,FL,10/12/2012,10/15/2012,certified,Duval1
technosoft corporation,developer,75000,Chicago,Cook County,IL,09/25/2012,10/09/2012,certified,Cook2
technosoft corporation,developer,75000,Tallahassee,Leon County,FL,10/18/2012,10/22/2012,certified,Leon1
technosoft corporation,developer,75000,Concord,Merrimack County,NH,10/25/2012,11/12/2012,certified,Merrimack1
technosoft corporation,developer,75000,Redmond,King County,WA,12/07/2012,12/17/2012,certified,King2
technosoft corporation,developer,76000,Charleston,Kanawha County,WV,11/09/2012,11/26/2012,certified,Kanawha1
technosoft corporation,developer,77000,Camp Hill,Cumberland County,PA,11/24/2012,12/15/2012,certified,Cumberland6
technosoft corporation,developer,82000,Hoffman Estates,Cook County,IL,12/19/2012,01/07/2013,certified,Cook2
aumkaara inc,developer,110000,San Jose,Santa Clara County,CA,12/04/2012,12/10/2012,certified,Santa Clara1
aumkaara inc,developer,120000,San Jose,Santa Clara County,CA,12/04/2012,12/10/2012,withdrawn,Santa Clara1
technosoft corporation,developer,54000,Moon Township,Allegheny County,PA,10/15/2012,11/04/2012,certified,Allegheny1
populus group,engineer,72500,Dublin,Franklin County,OH,10/22/2012,11/05/2012,certified,Franklin19
populus group,engineer,73060,Raleigh,Wake County,NC,10/18/2012,10/26/2012,withdrawn,Wake1
populus group,engineer,73060,Raleigh,Wake County,NC,10/22/2012,10/30/2012,certified,Wake1
populus group,engineer,84000,Franklin,Williamson County,TN,11/29/2012,12/17/2012,certified,Williamson2
populus group,engineer,90000,Harrisburg,Dauphin County,PA,12/07/2012,01/02/2013,certified,Dauphin1
populus group,engineer,94000,Bloomington,McLean County,IL,12/06/2012,12/15/2012,certified,McLean1
populus group,engineer,96000,Grand Rapids,Kent County,MI,11/30/2012,12/10/2012,certified,Kent3
populus group,engineer,100000,Radnor,Delaware County,PA,10/22/2012,11/12/2012,certified,Delaware7
populus group,engineer,110000,Seattle,King County,WA,11/26/2012,12/10/2012,certified,King2
populus group,engineer,113180,Boston,Suffolk County,MA,12/18/2012,03/16/2013,certified,Suffolk1
populus group,engineer,130000,Brooklyn,Cuyahoga County,OH,11/14/2012,12/15/2012,certified,Cuyahoga1
automatic data processing inc,engineer,85000,Seattle,King County,WA,11/02/2012,11/26/2012,certified,King2
kinetic networks inc a delaware corp,engineer,131300,Castro Valley,Alameda County,CA,12/10/2012,12/15/2012,certified,Alameda1
office nation inc,manager,100000,Northfield,Cook County,IL,12/06/2012,01/02/2013,certified,Cook2
thoughtfocus technologies,other,75000,Wausau,Marathon County,WI,11/02/2012,11/05/2012,certified,Marathon1
highdata software corporation,developer,81800,Salem,Rockingham County,NH,12/18/2012,03/01/2013,certified,Rockingham1
lee county electric cooperative inc,developer,50975,Fort Myers,Lee County,FL,04/02/2012,10/01/2012,withdrawn,Lee3
applexus technologies llc,developer,72000,Federal Way,King County,WA,09/28/2012,11/15/2012,certified,King2
applexus technologies llc,developer,72000,Federal Way,King County,WA,10/16/2012,12/01/2012,certified,King2
applexus technologies llc,developer,72000,Federal Way,King County,WA,10/30/2012,11/15/2012,certified,King2
applexus technologies llc,developer,72000,Federal Way,King County,WA,10/30/2012,11/05/2012,certified,King2
applexus technologies llc,developer,72000,Federal Way,King County,WA,10/30/2012,11/05/2012,certified,King2
applexus technologies llc,developer,72000,Federal Way,King County,WA,11/05/2012,11/21/2012,certified,King2
applexus technologies llc,developer,72000,Federal Way,King County,WA,11/05/2012,11/15/2012,certified,King2
applexus technologies llc,developer,72000,Federal Way,King County,WA,11/07/2012,11/15/2012,certified,King2
applexus technologies llc,developer,72000,Federal Way,King County,WA,11/16/2012,11/27/2012,certified,King2
applexus technologies llc,developer,72000,Federal Way,King County,WA,11/26/2012,12/15/2012,certified,King2
applexus technologies llc,developer,72000,Federal Way,King County,WA,11/28/2012,11/28/2012,certified,King2
applexus technologies llc,developer,72000,Federal Way,King County,WA,11/29/2012,12/05/2012,certified,King2
applexus technologies llc,developer,72000,Federal Way,King County,WA,11/29/2012,12/05/2012,certified,King2
applexus technologies llc,developer,72000,Federal Way,King County,WA,11/29/2012,12/05/2012,certified,King2
applexus technologies llc,developer,72000,Federal Way,King County,WA,12/05/2012,01/01/2013,certified,King2
applexus technologies llc,developer,72000,Federal Way,King County,WA,12/06/2012,01/01/2013,certified,King2
izeal inc,developer,75000,Alexandria,City of Alexandria County,VA,09/27/2012,10/01/2012,certified,Alexandria1
silverxis inc,developer,83000,Stamford,Fairfield County,CT,10/31/2012,11/12/2012,certified,Fairfield1
texas transportation institute,developer,68557,El Paso,El Paso County,TX,10/03/2012,12/13/2012,certified,El Paso2
production resource group llc,engineer,70000,New Windsor,Orange County,NY,10/24/2012,02/20/2013,certified,Orange4
mitratech holdings inc,engineer,95000,Austin,Travis County,TX,11/01/2012,11/07/2012,certified,Travis1
open text inc,engineer,101000,Burlington,Middlesex County,MA,12/18/2012,06/03/2013,certified,Middlesex2
crane payment solutions inc,engineer,118000,Salem,Rockingham County,NH,12/05/2012,12/10/2012,certified,Rockingham1
aaxis group corp,engineer,150000,Los Angeles,Los Angeles County,CA,10/16/2012,04/16/2013,certified,Los Angeles1
automatic data processing inc,engineer,88494,Seattle,King County,WA,12/07/2012,04/08/2013,certified,King2
automatic data processing inc,engineer,90000,Seattle,King County,WA,12/24/2012,12/26/2012,certified,King2
automatic data processing inc,engineer,95000,Seattle,King County,WA,11/01/2012,12/01/2012,certified,King2
automatic data processing inc,engineer,103212,Seattle,King County,WA,10/31/2012,03/31/2013,certified,King2
michigan tractor & machinery company,programmer,90000,Novi,Oakland County,MI,11/02/2012,11/12/2012,certified,Oakland1
automatic data processing inc,engineer,80786,Seattle,King County,WA,10/15/2012,01/11/2013,certified,King2
automatic data processing inc,engineer,90251,Seattle,King County,WA,12/14/2012,05/06/2013,certified,King2
automatic data processing inc,engineer,105000,Seattle,King County,WA,10/12/2012,10/29/2012,certified,King2
asap solutions group,architect,110000,Alpharetta,Fulton County,GA,10/29/2012,10/30/2012,certified,Fulton2
fabcom inc,architect,45000,New York,New York County,NY,11/26/2012,12/03/2012,certified,New York2
tula consulting inc,architect,50000,Santa Monica,Los Angeles County,CA,11/01/2012,12/05/2012,certified,Los Angeles1
idhasoft inc,architect,60000,Morgantown,Monongalia County,WV,12/14/2012,02/22/2013,certified,Monongalia1
liberty source lp,architect,63856,Austin,Travis County,TX,11/20/2012,04/13/2013,certified,Travis1
ust global inc,architect,72654,Kansas City,Jackson County,MO,09/26/2012,11/02/2012,certified,Jackson15
multivision inc,architect,75000,Suitland,Prince Georges County,MD,09/28/2012,11/01/2012,certified,Prince George's1
real soft inc,architect,75000,Cranbury,Middlesex County,NJ,11/09/2012,11/12/2012,certified,Middlesex3
ust global inc,architect,78374,Los Angeles,Los Angeles County,CA,12/21/2012,01/18/2013,certified,Los Angeles1
ust global inc,architect,78380,Woodland Hills,Los Angeles County,CA,11/26/2012,12/20/2012,certified,Los Angeles1
ust global inc,architect,78380,Los Angeles,Los Angeles County,CA,12/07/2012,01/01/2013,certified,Los Angeles1
syrinx consulting corporation,architect,87000,Needham,Norfolk County,MA,09/25/2012,10/08/2012,certified,Norfolk1
ust global inc,architect,95000,Bentonville,Benton County,AR,09/26/2012,12/09/2012,certified,Benton1
truecar inc,architect,95000,Santa Monica,Los Angeles County,CA,10/12/2012,10/20/2012,certified,Los Angeles1
smart works llc,architect,100000,Portland,Multnomah County,OR,10/12/2012,10/22/2012,certified,Multnomah1
smart works llc,architect,100000,Portland,Multnomah County,OR,10/26/2012,10/26/2012,certified,Multnomah1
mckesson corporation,architect,103522,Emeryville,Alameda County,CA,10/04/2012,10/12/2012,certified,Alameda1
mirage software inc dba: bourntec solutions,architect,115000,Upper Marlboro,Prince Georges County,MD,11/05/2012,11/19/2012,certified,Prince George's1
celcite management solutions llc,architect,115500,Herndon,Fairfax County,VA,09/26/2012,02/01/2013,certified,Fairfax1
adminovate inc,architect,120000,Philadelphia,Philadelphia County,PA,10/31/2012,12/01/2012,withdrawn,Philadelphia1
adminovate inc,architect,120000,Philadelphia,Philadelphia County,PA,10/31/2012,11/05/2012,certified,Philadelphia1
paydiant inc,architect,120000,Wellesley,Norfolk County,MA,11/27/2012,12/04/2012,certified,Norfolk1
paydiant inc,architect,120000,Wellesley,Norfolk County,MA,11/28/2012,12/05/2012,certified,Norfolk1
oro inc,architect,120000,Los Angeles,Los Angeles County,CA,12/05/2012,12/17/2012,certified,Los Angeles1
oro inc,architect,120000,Los Angeles,Los Angeles County,CA,12/13/2012,01/02/2013,certified,Los Angeles1
ust global inc,architect,123000,Round Rock,Williamson County,TX,11/12/2012,11/14/2012,certified,Williamson3
ust global inc,architect,123000,Round Rock,Williamson County,TX,12/05/2012,03/04/2013,certified,Williamson3
allot communication inc,architect,128000,San Diego,San Diego County,CA,12/20/2012,01/17/2013,certified,San Diego1
apex learning inc,architect,145000,Seattle,King County,WA,10/15/2012,01/31/2013,certified,King2
ihs global inc,architect,115000,Houston,Harris County,TX,11/01/2012,12/03/2012,certified,Harris2
ihs global inc,architect,125000,Houston,Harris County,TX,10/11/2012,12/03/2012,certified,Harris2
compware technologies,tester,60000,Itasca,DuPage County,IL,12/31/2012,01/02/2013,certified,DuPage1
compware technologies,tester,60000,Itasca,DuPage County,IL,12/31/2012,01/02/2013,certified,DuPage1
citygrid media llc,engineer,105000,West Hollywood,Los Angeles County,CA,05/17/2012,06/11/2012,withdrawn,Los Angeles1
k12 inc,manager,100000,Herndon,Fairfax County,VA,11/13/2012,01/11/2013,withdrawn,Fairfax1
asap solutions group,tester,65920,Baltimore,City of Baltimore County,MD,10/11/2012,10/11/2012,certified,Baltimore2
analysts international corporation,analyst,48000,Lexington,Fayette County,KY,10/23/2012,10/23/2012,certified,Fayette6
crystal equation corporation,engineer,122400,Atlanta,Fulton County,GA,12/18/2012,01/07/2013,certified,Fulton2
amazon corporate llc,manager,115000,Seattle,King County,WA,08/27/2012,09/10/2012,withdrawn,King2
deegit inc,consultant,64000,Chicago,Cook County,IL,10/31/2012,10/31/2012,certified,Cook2
vajraasys limited,consultant,66500,Minneapolis,Hennepin County,MN,11/19/2012,12/30/2012,certified,Hennepin1
praxi solutions inc,consultant,67200,Sunrise,Broward County,FL,11/06/2012,01/01/2013,certified,Broward1
cyberthink inc,consultant,76000,Columbia Township,Jackson County,MI,11/02/2012,11/12/2012,certified,Jackson12
tieto us inc,consultant,87500,Houston,Harris County,TX,10/25/2012,02/01/2013,withdrawn,Harris2
intergraph corporation,consultant,88608,Huntsville,Madison County,AL,10/24/2012,01/25/2013,certified,Madison1
etouch systems corporation,consultant,108178,Mountain View,Santa Clara County,CA,10/02/2012,10/02/2012,certified,Santa Clara1
alabama specialty products inc,engineer,60091,Munford,Talladega County,AL,10/11/2012,01/02/2013,certified,Talladega1
randstad technologies lp,developer,100000,Charlotte,Mecklenburg County,NC,11/20/2012,12/10/2012,certified,Mecklenburg1
ifusionit llc,engineer,71906,Bellevue,King County,WA,10/09/2012,10/09/2012,certified,King2
divensi inc,engineer,73112,Bellevue,King County,WA,10/16/2012,10/17/2012,certified,King2
infonero inc,engineer,73115,Bothell,King County,WA,11/08/2012,11/20/2012,certified,King2
aditi technologies pvt ltd,engineer,73611,Redmond,King County,WA,11/12/2012,11/16/2012,certified,King2
inspur worldwide services ltd,engineer,82000,Redmond,King County,WA,11/12/2012,11/17/2012,certified,King2
adtran inc,engineer,83887,Huntsville,Madison County,AL,11/21/2012,12/02/2012,certified,Madison1
c2s technologies inc,engineer,86278,Bellevue,King County,WA,11/16/2012,12/05/2012,certified,King2
ns international ltd,engineer,95000,Troy,Oakland County,MI,12/19/2012,01/02/2013,certified,Oakland1
uievolution inc,engineer,99500,Kirkland,King County,WA,10/02/2012,02/05/2013,certified,King2
pmc-sierra us inc,engineer,115000,Sunnyvale,Santa Clara County,CA,12/06/2012,12/17/2012,certified,Santa Clara1
tektronix texas llc,engineer,19140,Plano,Collin County,TX,10/10/2012,01/06/2013,certified,Collin1
tektronix texas llc,engineer,17530,Plano,Collin County,TX,11/07/2012,12/23/2012,certified,Collin1
aditi technologies pvt ltd,engineer,68536,Andover,Essex County,MA,11/28/2012,12/03/2012,certified,Essex1
microsoft corporation,engineer,130200,New York,New York County,NY,11/09/2012,11/19/2012,certified,New York2
inspur worldwide services ltd,engineer,76000,Redmond,King County,WA,11/05/2012,11/19/2012,certified,King2
microsoft corporation,engineer,127000,Mountain View,Santa Clara County,CA,11/28/2012,12/17/2012,certified,Santa Clara1
big fish games inc,engineer,82000,Seattle,King County,WA,10/11/2012,11/01/2012,certified,King2
big fish games inc,engineer,80000,Seattle,King County,WA,11/26/2012,12/15/2012,certified,King2
agilysys inc,engineer,120000,Bellevue,King County,WA,12/07/2012,01/07/2013,withdrawn,King2
agilysys inc,engineer,120000,Bellevue,King County,WA,12/10/2012,01/07/2013,certified,King2
stmicroelectronics inc,engineer,110820,Santa Clara,Santa Clara County,CA,07/17/2012,07/18/2012,withdrawn,Santa Clara1
hewlett-packard company,designer,65915,Chicago,Cook County,IL,12/13/2012,01/01/2013,certified,Cook2
hewlett-packard company,designer,68162,Dallas,Dallas County,TX,12/03/2012,01/01/2013,certified,Dallas5
hewlett-packard company,designer,74700,Chicago,Cook County,IL,12/03/2012,01/01/2013,certified,Cook2
hewlett-packard company,designer,80800,Dallas,Dallas County,TX,12/13/2012,01/01/2013,certified,Dallas5
hewlett-packard company,designer,85966,Southborough,Worcester County,MA,12/13/2012,01/01/2013,certified,Worcester2
hewlett-packard company,designer,89700,Pleasanton,Alameda County,CA,12/13/2012,01/01/2013,certified,Alameda1
hewlett-packard company,designer,90000,Chicago,Cook County,IL,12/05/2012,01/01/2013,certified,Cook2
hewlett-packard company,designer,96013,Chicago,Cook County,IL,12/12/2012,12/18/2012,certified,Cook2
hewlett-packard company,designer,97335,San Jose,Santa Clara County,CA,12/03/2012,01/01/2013,certified,Santa Clara1
hewlett-packard company,designer,98800,Fort Collins,Larimer County,CO,10/25/2012,03/31/2013,certified,Larimer1
hewlett-packard company,designer,98800,Fort Collins,Larimer County,CO,11/08/2012,03/31/2013,certified,Larimer1
hewlett-packard company,designer,98800,Fort Collins,Larimer County,CO,11/28/2012,12/10/2012,certified,Larimer1
hewlett-packard company,designer,104645,Sunnyvale,Santa Clara County,CA,10/15/2012,10/19/2012,certified,Santa Clara1
hewlett-packard company,designer,104645,Sunnyvale,Santa Clara County,CA,10/17/2012,10/29/2012,certified,Santa Clara1
hewlett-packard company,designer,108888,San Francisco,San Francisco County,CA,12/05/2012,01/01/2013,certified,San Francisco1
hewlett-packard company,designer,110076,San Jose,Santa Clara County,CA,12/05/2012,01/01/2013,certified,Santa Clara1
hewlett-packard company,designer,111134,Austin,Travis County,TX,11/08/2012,01/03/2013,certified,Travis1
hewlett-packard company,designer,112590,Seattle,King County,WA,09/28/2012,10/11/2012,certified,King2
hewlett-packard company,designer,117146,Sunnyvale,Santa Clara County,CA,11/12/2012,04/06/2013,certified,Santa Clara1
hewlett-packard company,designer,133328,Sunnyvale,Santa Clara County,CA,11/16/2012,11/29/2012,certified,Santa Clara1
birlasoft inc,manager,70000,Danbury,Fairfield County,CT,11/17/2012,12/19/2012,certified,Fairfield1
egencia llc,engineer,94000,Bellevue,King County,WA,10/12/2012,10/12/2012,certified,King2
paramount software solutions,engineer,68000,Redmond,King County,WA,11/26/2012,11/27/2012,certified,King2
apple inc,engineer,108000,Cupertino,Santa Clara County,CA,11/29/2012,05/28/2013,certified,Santa Clara1
apple inc,engineer,138000,Cupertino,Santa Clara County,CA,12/03/2012,05/30/2013,certified,Santa Clara1
apple inc,manager,178500,Cupertino,Santa Clara County,CA,11/07/2012,05/01/2013,certified,Santa Clara1
apple inc,manager,170000,Cupertino,Santa Clara County,CA,11/16/2012,04/30/2013,certified,Santa Clara1
california creative solutions inc,developer,44980,Boise,Ada County,ID,09/27/2012,10/01/2012,certified,Ada1
business intelli solutions inc,developer,48400,Dallas,Dallas County,TX,11/07/2012,11/15/2012,certified,Dallas5
fetching interiors llc,developer,52200,Coral Springs,Broward County,FL,12/14/2012,01/14/2013,certified,Broward1
vcit solutions inc,developer,55940,Norcross,Gwinnett County,GA,11/15/2012,01/02/2013,certified,Gwinnett1
dsfederal inc,developer,57020,Gaithersburg,Montgomery County,MD,12/07/2012,12/21/2012,certified,Montgomery9
datazoomers inc,developer,60000,Houston,Harris County,TX,10/19/2012,10/22/2012,certified,Harris2
anjana software solutions inc,developer,60180,Los Angeles,Los Angeles County,CA,11/13/2012,11/13/2012,certified,Los Angeles1
california creative solutions inc,developer,61140,Irvine,Orange County,CA,09/27/2012,10/01/2012,certified,Orange1
california creative solutions inc,developer,61140,Costa Mesa,Orange County,CA,10/17/2012,10/17/2012,certified,Orange1
international logic systems,developer,61600,Wilmington,New Castle County,DE,11/05/2012,11/06/2012,certified,New Castle1
mastech inc a mastech holdings inc company,developer,63080,Nashville,Davidson County,TN,12/20/2012,01/02/2013,certified,Davidson2
e-ins llc,developer,63360,St. Petersburg,Pinellas County,FL,12/17/2012,12/27/2012,certified,Pinellas1
reliance it inc,developer,70000,Frankfort,Franklin County,KY,11/05/2012,11/08/2012,certified,Franklin10
mastech inc a mastech holdings inc company,developer,78260,Elkridge,Howard County,MD,11/16/2012,11/16/2012,certified,Howard4
copbook inc,developer,80000,Washington,US.DC.001 County,DC,10/03/2012,10/04/2012,denied,District of Columbia2
mastech inc a mastech holdings inc company,developer,81440,Rockville,Montgomery County,MD,10/09/2012,10/09/2012,certified,Montgomery9
randstad technologies lp,developer,82000,Alpharetta,Fulton County,GA,11/02/2012,01/25/2013,certified,Fulton2
adecco group na/modis inc,developer,90000,Jacksonville,Duval County,FL,10/18/2012,11/05/2012,certified,Duval1
infosys international inc,developer,90020,Plainview,Nassau County,NY,12/18/2012,12/18/2012,certified,Nassau2
bis computer solutions inc,developer,90560,La Crescenta-Montrose,Los Angeles County,CA,11/14/2012,01/02/2013,certified,Los Angeles1
electronic computer services inc,developer,94000,Dania Beach,Broward County,FL,11/19/2012,05/06/2013,certified,Broward1
advantage technical resourcing inc,developer,101000,Charlotte,Mecklenburg County,NC,11/05/2012,11/15/2012,certified,Mecklenburg1
ciber inc,developer,104000,Bothell,King County,WA,12/10/2012,12/31/2012,certified,King2
electronic computer services inc,developer,120000,Houston,Harris County,TX,09/28/2012,03/02/2013,certified,Harris2
computer aid inc,developer,150000,Fargo,Cass County,ND,11/12/2012,12/03/2012,certified,Cass8
n3 llc,developer,49754,Atlanta,Fulton County,GA,11/13/2012,11/20/2012,withdrawn,Fulton2
codesoft international inc,developer,50000,Raleigh,Wake County,NC,10/05/2012,10/17/2012,certified,Wake1
comspark international inc,developer,51542,Conklin,Broome County,NY,11/12/2012,12/13/2012,certified,Broome1
contentactive llc,developer,51979,Houston,Harris County,TX,04/11/2012,10/01/2012,withdrawn,Harris2
sri software solutions,developer,52000,Duluth,Gwinnett County,GA,11/27/2012,11/27/2012,certified,Gwinnett1
trellis technology solutions llc,developer,52000,Orlando,Orange County,FL,12/21/2012,12/21/2012,certified,Orange2
business resources ltd,developer,54000,Sioux Falls,Minnehaha County,SD,09/27/2012,11/22/2012,certified,Minnehaha1
the administrators of the tulane endowment fund,developer,56375,New Orleans,Orleans Parish County,LA,11/13/2012,02/04/2013,certified,Orleans1
lhp software llc,developer,58000,Columbus,Bartholomew County,IN,12/24/2012,01/19/2013,certified,Bartholomew1
horizon technologies inc,developer,60000,Washington,US.DC.001 County,DC,10/09/2012,10/09/2012,certified,District of Columbia2
intone networks inc,developer,60000,Buffalo,Erie County,NY,10/10/2012,10/10/2012,certified,Erie1
multivision inc,developer,60000,Lakeland,Polk County,FL,10/31/2012,10/31/2012,certified,Polk2
akcelerant software llc,developer,60000,Malvern,Chester County,PA,11/06/2012,11/13/2012,denied,Chester1
skolix llc,developer,60000,Phoenix,Maricopa County,AZ,11/02/2012,11/02/2012,certified,Maricopa1
intone networks inc,developer,60000,Buffalo,Erie County,NY,11/02/2012,03/20/2013,certified,Erie1
priserve consulting inc,developer,60000,Miamisburg,Montgomery County,OH,11/05/2012,11/06/2012,certified,Montgomery14
akcelerant software llc,developer,60000,Malvern,Chester County,PA,11/08/2012,11/13/2012,certified,Chester1
srt it incorporated,developer,60000,Kansas City,Jackson County,MO,11/13/2012,11/16/2012,certified,Jackson15
flextrade systems inc,developer,60000,Great Neck,Nassau County,NY,11/26/2012,12/07/2012,withdrawn,Nassau2
flextrade systems inc,developer,60000,Great Neck,Nassau County,NY,11/26/2012,12/03/2012,certified,Nassau2
everest computers inc,developer,60000,Roswell,Fulton County,GA,12/06/2012,01/02/2013,certified,Fulton2
transportation resource associates inc,developer,60000,Philadelphia,Philadelphia County,PA,12/06/2012,12/12/2012,certified,Philadelphia1
everest computers inc,developer,60000,Roswell,Fulton County,GA,12/11/2012,12/26/2012,certified,Fulton2
smart works llc,developer,60000,Waynesburg,Greene County,PA,12/20/2012,12/20/2012,denied,Greene12
appisoft inc,developer,60000,Lansing,Ingham County,MI,12/21/2012,01/01/2013,certified,Ingham1
collaborate solutions inc,developer,60000,Shrewsbury,Worcester County,MA,12/21/2012,12/21/2012,certified,Worcester2
3i infotech inc,developer,60000,Juno Beach,Palm Beach County,FL,12/28/2012,01/04/2013,certified,Palm Beach1
vedicsoft,developer,60320,Boston,Suffolk County,MA,11/02/2012,11/05/2012,certified,Suffolk1
vedicsoft,developer,60320,West Des Moines,Polk County,IA,11/26/2012,12/03/2012,certified,Polk4
varnar inc,developer,60500,Houston,Harris County,TX,11/19/2012,11/19/2012,certified,Harris2
aimic inc,developer,60507,New York,New York County,NY,10/25/2012,11/05/2012,certified,New York2
